['Various Artists'],1753,0.36898234911580163,112.25721677124926
['Vitamin String Quartet'],1577,0.30955561192136977,119.65641851616991
['Aretha Franklin'],1209,0.457415219189413,119.9840074441687
['The City of Prague Philharmonic Orchestra'],1042,0.2768037715930904,104.22589827255283
"[\"Dan Gibson's Solitudes\"]",997,0.21019047141424269,106.63616750250749
['Bob Dylan'],913,0.45973866374589256,123.45972070098576
['The Fall'],812,0.7928115763546789,127.57593719211823
"[\"Pickin' On Series\"]",774,0.5223940568475451,125.70581266149871
['Dolly Parton'],747,0.42034551539491316,116.05293440428373
['Guided By Voices'],739,0.6647511502029773,122.0387807848444
['Dionne Warwick'],728,0.4007157967032962,113.61798351648336
['Fleetwood Mac'],696,0.5759630747126435,123.34457040229876
['Elvis Presley'],645,0.42640694573643395,110.11783720930231
['Revolt Production Music'],627,0.5783934609250402,121.82741148325367
['Mannheim Steamroller'],619,0.4228966332794831,113.35111954765758
['Udo Jürgens'],615,0.6478975609756098,112.81039837398374
['Emmylou Harris'],607,0.38474415156507435,118.17701317957165
['Barry Manilow'],605,0.44480611570247935,115.16265289256198
['Al Jarreau'],597,0.4491135678391965,111.50267839195992
['Grant Macdonald'],587,0.8706333901192507,109.16900340715503
